Institución,Nombre del establecimiento,Clasificación,Departamento,Provincia,Distrito,Estado,NORTE,ESTE
PRIVADO,LA ESPERANZA DEL PERU S.A.,HOSPITALES O CLINICAS DE ATENCION GENERAL,LIMA,LIMA,SAN BORJA,ACTIVADO,-77.0086722,-12.0917981
GOBIERNO REGIONAL,CHINCHE RABI,PUESTOS DE SALUD O POSTAS DE SALUD,PASCO,DANIEL ALCIDES CARRION,YANAHUANCA,ACTIVADO,-76.59710709,-10.52771153
GOBIERNO REGIONAL,LABORATORIO DE REFERENCIA REGIONAL  EN SALUD PUBLICA BAGUA,CONSULTORIOS MEDICOS Y DE OTROS PROFESIONALES DE LA SALUD,AMAZONAS,BAGUA,BAGUA,ACTIVADO,-78.53001363,-5.63862723
GOBIERNO REGIONAL,BAGUA,CENTROS DE SALUD O CENTROS MEDICOS,AMAZONAS,BAGUA,BAGUA,ACTIVADO,-78.53222414,-5.6313198
GOBIERNO REGIONAL,PACCHO,PUESTOS DE SALUD O POSTAS DE SALUD,LIMA,HUAURA,PACCHO,ACTIVADO,-76.93241766,-10.95859896
GOBIERNO REGIONAL,CONGA DE ALLANGA,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CUTERVO,CUTERVO,ACTIVADO,-78.86648047,-6.41015039
GOBIERNO REGIONAL,SAN FRANCISCO ALTO MAYO,PUESTOS DE SALUD O POSTAS DE SALUD,SAN MARTIN,RIOJA,AWAJUN,ACTIVADO,-77.31658831,-5.77744686
GOBIERNO REGIONAL,ESCALLANI,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,PUNO,CAPACHICA,ACTIVADO,-69.89739333,-15.49920667
GOBIERNO REGIONAL,MARCABAMBA,CENTROS DE SALUD O CENTROS MEDICOS,AYACUCHO,PAUCAR DEL SARA SARA,MARCABAMBA,ACTIVADO,-73.34065833,-15.14891167
GOBIERNO REGIONAL,LAS DELICIAS,PUESTOS DE SALUD O POSTAS DE SALUD,LIMA,BARRANCA,PARAMONGA,ACTIVADO,-77.82666667,-10.68287833
GOBIERNO REGIONAL,CAMBAYA,PUESTOS DE SALUD O POSTAS DE SALUD,TACNA,JORGE BASADRE,ILABAYA,ACTIVADO,-70.43160503,-17.32381126
GOBIERNO REGIONAL,LA RAMADA,CENTROS DE SALUD O CENTROS MEDICOS,CAJAMARCA,CUTERVO,LA RAMADA,ACTIVADO,-78.55653,-6.21138
GOBIERNO REGIONAL,CARRIZAL,PUESTOS DE SALUD O POSTAS DE SALUD,SAN MARTIN,MOYOBAMBA,JEPELACIO,ACTIVADO,-76.916055,-6.239135
GOBIERNO REGIONAL,BALZAYACU,PUESTOS DE SALUD O POSTAS DE SALUD,SAN MARTIN,MARISCAL CACERES,CAMPANILLA,ACTIVADO,-76.67098783,-7.45035723
GOBIERNO REGIONAL,NAVARRO,PUESTOS DE SALUD O POSTAS DE SALUD,SAN MARTIN,SAN MARTIN,CHIPURANA,ACTIVADO,-75.73103333,-6.377995
GOBIERNO REGIONAL,SULLCA,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,MOHO,MOHO,ACTIVADO,-69.40518833,-15.31143333
ESSALUD,SEGURO SOCIAL DE SALUD - ESSALUD,POLICLINICOS,LIMA,LIMA,INDEPENDENCIA,ACTIVADO,-77.0617451,-11.9926724
ESSALUD,CENTRO DE ATENCION PRIMARIA III - EL AGUSTINO - RED ASISTENCIAL ALMENARA,POLICLINICOS,LIMA,LIMA,EL AGUSTINO,ACTIVADO,-76.9981345,-12.0447088
GOBIERNO REGIONAL,ORELLANA,CENTROS DE SALUD O CENTROS MEDICOS,LORETO,UCAYALI,VARGAS GUERRA,ACTIVADO,-75.15865947,-6.91476797
MINSA,JUAN PABLO II,CENTROS DE SALUD O CENTROS MEDICOS,LIMA,LIMA,CARABAYLLO,ACTIVADO,-77.0691136,-11.8283581
SANIDAD DEL EJERCITO DEL PERU,CENTRO DE SALUD  DEL BATALLON DE SERVICIO Nº112,CENTROS DE SALUD O CENTROS MEDICOS,LIMA,LIMA,RIMAC,ACTIVADO,-77.044228,-12.0282877
GOBIERNO REGIONAL,SANTA ROSA,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,APURIMAC,AYMARAES,CHAPIMARCA,ACTIVADO,-73.171715,-13.99103833
GOBIERNO REGIONAL,INCACHACA YANAMACHAY,PUESTOS DE SALUD O POSTAS DE SALUD,JUNIN,TARMA,PALCAMAYO,ACTIVADO,-75.8250618,-11.31685674
GOBIERNO REGIONAL,PIOBAMBA,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CELENDIN,OXAMARCA,ACTIVADO,-78.07303293,-7.09864352
GOBIERNO REGIONAL,MONTEGRANDE,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,JAEN,JAEN,ACTIVADO,-78.78301,-5.71685
GOBIERNO REGIONAL,SALLIQUE,CENTROS DE SALUD O CENTROS MEDICOS,CAJAMARCA,JAEN,SALLIQUE,ACTIVADO,-79.31577965,-5.65620348
MINSA,HUASCAR XV,CENTROS DE SALUD O CENTROS MEDICOS,LIMA,LIMA,SAN JUAN DE LURIGANCHO,ACTIVADO,-77.0026526,-11.9557782
GOBIERNO REGIONAL,HUAÑEC,PUESTOS DE SALUD O POSTAS DE SALUD,LIMA,YAUYOS,HUAÑEC,ACTIVADO,-76.14138001,-12.292553
GOBIERNO REGIONAL,CONDAY,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CUTERVO,CUTERVO,ACTIVADO,-78.83738,-6.38125
MINSA,CENTRO DE SALUD CLAS JUAN PABLO II,CENTROS DE SALUD O CENTROS MEDICOS,LIMA,LIMA,PACHACAMAC,ACTIVADO,-76.8624313,-12.1096968
GOBIERNO REGIONAL,PALO BLANCO,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CHOTA,SAN JUAN DE LICUPIS,ACTIVADO,-79.20893,-6.48822
GOBIERNO REGIONAL,MUTKANI,PUESTOS DE SALUD O POSTAS DE SALUD,APURIMAC,ANTABAMBA,HUAQUIRCA,ACTIVADO,-72.80406822,-14.32911595
GOBIERNO REGIONAL,MARONA,PUESTOS DE SALUD O POSTAS DE SALUD,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,ACTIVADO,-76.91575631,-6.06936399
ESSALUD,POSTA MÉDICA AYABACA,PUESTOS DE SALUD O POSTAS DE SALUD,PIURA,AYABACA,AYABACA,ACTIVADO,-79.71436792,-4.63929079
GOBIERNO REGIONAL,MANTARO,CENTROS DE SALUD O CENTROS MEDICOS,CUSCO,LA CONVENCION,PICHARI,ACTIVADO,-73.93921227,-12.32264722
ESSALUD,CENTRO MEDICO ESSALUD TAMBOGRANDE,CENTROS DE SALUD O CENTROS MEDICOS,PIURA,PIURA,TAMBO GRANDE,ACTIVADO,-80.34158084,-4.93484743
MINSA,CENTRO S. ESPECIALIZ. VACUNACION INTERNACION,CENTROS DE VACUNACION,LIMA,LIMA,SAN ISIDRO,ACTIVADO,-77.0547621,-12.1068956
GOBIERNO REGIONAL,1RO. DE ENERO,PUESTOS DE SALUD O POSTAS DE SALUD,LORETO,MAYNAS,IQUITOS,ACTIVADO,-73.35469,-3.78054
GOBIERNO REGIONAL,LA CHORRERA,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CELENDIN,SOROCHUCO,ACTIVADO,-78.31506737,-6.95005723
GOBIERNO REGIONAL,TACSHA CURARAY,PUESTOS DE SALUD O POSTAS DE SALUD,LORETO,MAYNAS,NAPO,ACTIVADO,-73.54074886,-2.81318551
GOBIERNO REGIONAL,PUESTO DE SALUD HUACASCHUQUE,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,PALLASCA,HUACASCHUQUE,ACTIVADO,-78.00507775,-8.30625612
GOBIERNO REGIONAL,LA UNION,PUESTOS DE SALUD O POSTAS DE SALUD,SAN MARTIN,BELLAVISTA,BAJO BIAVO,ACTIVADO,-76.49628402,-7.16329061
GOBIERNO REGIONAL,HUAHUAPUQUIO,PUESTOS DE SALUD O POSTAS DE SALUD,AYACUCHO,CANGALLO,CANGALLO,ACTIVADO,-74.15430167,-13.603645
GOBIERNO REGIONAL,NUEVO SANTA ROSA,PUESTOS DE SALUD O POSTAS DE SALUD,AYACUCHO,HUANTA,CANAYRE,ACTIVADO,-73.98322833,-12.31099333
GOBIERNO REGIONAL,SANTA ROSA,PUESTOS DE SALUD O POSTAS DE SALUD,APURIMAC,GRAU,SANTA ROSA,ACTIVADO,-72.65859489,-14.14058982
GOBIERNO REGIONAL,SAN JUAN DE LUCANAS,PUESTOS DE SALUD O POSTAS DE SALUD,AYACUCHO,LUCANAS,SAN JUAN,ACTIVADO,-74.197535,-14.650365
GOBIERNO REGIONAL,COTARUSE,CENTROS DE SALUD O CENTROS MEDICOS,APURIMAC,AYMARAES,COTARUSE,ACTIVADO,-73.20567333,-14.41730667
GOBIERNO REGIONAL,PUESTO DE SALUD HUARIPAMPA,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,HUARI,SAN MARCOS,ACTIVADO,-77.14666037,-9.5042624
GOBIERNO REGIONAL,NUEVA UNION,PUESTOS DE SALUD O POSTAS DE SALUD,UCAYALI,CORONEL PORTILLO,YARINACOCHA,ACTIVADO,-74.58803866,-8.2381197
GOBIERNO REGIONAL,DOMINGO COCHA - RIMACHI,PUESTOS DE SALUD O POSTAS DE SALUD,LORETO,DATEM DEL MARAÑON,PASTAZA,ACTIVADO,-76.88881,-4.355125
GOBIERNO REGIONAL,MUNAYPA,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,HUANCANE,INCHUPALLA,ACTIVADO,-69.70940667,-15.07520833
GOBIERNO REGIONAL,MARCO,PUESTOS DE SALUD O POSTAS DE SALUD,JUNIN,JAUJA,MARCO,ACTIVADO,-75.56299761,-11.74039479
ESSALUD,COMPLEJO ASISTENCIAL LUIS NEGREIROS VEGA,HOSPITALES O CLINICAS DE ATENCION GENERAL,CALLAO,CALLAO,CALLAO,ACTIVADO,-77.0979946,-12.0157493
MINSA,MESA REDONDA,PUESTOS DE SALUD O POSTAS DE SALUD,LIMA,LIMA,SAN MARTIN DE PORRES,ACTIVADO,-77.0575097,-12.0043022
GOBIERNO REGIONAL,ZAÑA,CENTROS DE SALUD O CENTROS MEDICOS,LAMBAYEQUE,CHICLAYO,SAÑA,ACTIVADO,-79.586035,-6.92203667
GOBIERNO REGIONAL,MILUCHACA,PUESTOS DE SALUD O POSTAS DE SALUD,JUNIN,HUANCAYO,SAPALLANGA,ACTIVADO,-75.16578164,-12.12131008
GOBIERNO REGIONAL,EL MANGLE,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CAJAMARCA,ENCAÑADA,ACTIVADO,-78.29464381,-7.10483847
GOBIERNO REGIONAL,CRUCERO,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,PUNO,CARABAYA,CRUCERO,ACTIVADO,-70.02374667,-14.36311833
GOBIERNO REGIONAL,LEVANTO,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,CHACHAPOYAS,LEVANTO,ACTIVADO,-77.89943833,-6.307315
GOBIERNO REGIONAL,CULPON,PUESTOS DE SALUD O POSTAS DE SALUD,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,ACTIVADO,-79.84600646,-6.74744382
GOBIERNO REGIONAL,OLLARAYA,CENTROS DE SALUD O CENTROS MEDICOS,PUNO,YUNGUYO,OLLARAYA,ACTIVADO,-68.98950667,-16.22841833
GOBIERNO REGIONAL,SAN RAMON,PUESTOS DE SALUD O POSTAS DE SALUD,SAN MARTIN,MARISCAL CACERES,PACHIZA,ACTIVADO,-76.78945283,-7.2613533
MINSA,SU SANTIDAD JUAN PABLO II,CENTROS DE SALUD O CENTROS MEDICOS,LIMA,LIMA,SAN JUAN DE LURIGANCHO,ACTIVADO,-76.9905243,-11.9448193
GOBIERNO REGIONAL,QUETA,PUESTOS DE SALUD O POSTAS DE SALUD,JUNIN,TARMA,TAPO,ACTIVADO,-75.57828703,-11.43180949
GOBIERNO REGIONAL,CAJONES,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,JAEN,HUABAL,ACTIVADO,-78.96567601,-5.54957813
GOBIERNO REGIONAL,SAN JOSÉ DE MIRAFLORES,PUESTOS DE SALUD O POSTAS DE SALUD,HUANCAVELICA,HUANCAVELICA,HUANDO,ACTIVADO,-75.02325871,-12.6164531
GOBIERNO REGIONAL,PATA PATA,PUESTOS DE SALUD O POSTAS DE SALUD,APURIMAC,GRAU,CHUQUIBAMBILLA,ACTIVADO,-72.73676019,-14.14122666
ESSALUD,POSTA MEDICA SANTA LUCIA,PUESTOS DE SALUD O POSTAS DE SALUD,SAN MARTIN,TOCACHE,UCHIZA,ACTIVADO,-76.38817479,-8.34650643
GOBIERNO REGIONAL,MACHENTE,PUESTOS DE SALUD O POSTAS DE SALUD,AYACUCHO,LA MAR,AYNA,ACTIVADO,-73.88582,-12.71974833
GOBIERNO REGIONAL,PULAN,CENTROS DE SALUD O CENTROS MEDICOS,CAJAMARCA,SANTA CRUZ,PULAN,ACTIVADO,-78.92323,-6.73994
GOBIERNO REGIONAL,NUMPATKAIM,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,CONDORCANQUI,NIEVA,ACTIVADO,-77.87381296,-5.19456373
MINSA,NACIONAL SERGIO E. BERNALES,HOSPITALES O CLINICAS DE ATENCION ESPECIALIZADA,LIMA,LIMA,COMAS,ACTIVADO,-77.0395181,-11.9138337
GOBIERNO REGIONAL,PARUQUE BAJO,PUESTOS DE SALUD O POSTAS DE SALUD,LA LIBERTAD,JULCAN,JULCAN,ACTIVADO,-78.45322571,-8.12642704
GOBIERNO REGIONAL,ZAPATERO,PUESTOS DE SALUD O POSTAS DE SALUD,SAN MARTIN,LAMAS,ZAPATERO,ACTIVADO,-76.49204413,-6.53011453
MINSA,JOSE OLAYA,PUESTOS DE SALUD O POSTAS DE SALUD,LIMA,LIMA,INDEPENDENCIA,ACTIVADO,-77.0391282,-11.9674774
MINSA,EL BRILLANTE,PUESTOS DE SALUD O POSTAS DE SALUD,LIMA,LIMA,SAN JUAN DE MIRAFLORES,ACTIVADO,-76.9691391,-12.1480219
MINSA,CENTRO DE SALUD VILLA MARIA PERPETUO SOCORRO,CENTROS DE SALUD O CENTROS MEDICOS,LIMA,LIMA,LIMA,ACTIVADO,-77.0598619,-12.0367561
GOBIERNO REGIONAL,SANTA ROSA LAS PAMPAS,PUESTOS DE SALUD O POSTAS DE SALUD,LAMBAYEQUE,LAMBAYEQUE,MORROPE,ACTIVADO,-79.98896599,-6.52240188
GOBIERNO REGIONAL,C.S CHICLAYITO,CENTROS DE SALUD O CENTROS MEDICOS,PIURA,PIURA,CASTILLA,ACTIVADO,-80.62727825,-5.22457051
GOBIERNO REGIONAL,SANTA ROSILLO PICOTA,PUESTOS DE SALUD O POSTAS DE SALUD,SAN MARTIN,PICOTA,PICOTA,ACTIVADO,-76.36613443,-6.92213474
GOBIERNO REGIONAL,MOSCATUNA,PUESTOS DE SALUD O POSTAS DE SALUD,HUANUCO,AMBO,HUACAR,ACTIVADO,-76.29019948,-10.2233163
SANIDAD DEL EJERCITO DEL PERU,CENTRO DE SALUD MILITAR DEL BATALLON DE COMUNICACIONES  Nº 112 - RIMAC,PUESTOS DE SALUD O POSTAS DE SALUD,LIMA,LIMA,RIMAC,ACTIVADO,-77.044228,-12.0282877
GOBIERNO REGIONAL,TAULIS,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,SAN MIGUEL,CALQUIS,ACTIVADO,-78.98910379,-6.93800848
GOBIERNO REGIONAL,CCASA,PUESTOS DE SALUD O POSTAS DE SALUD,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,ACTIVADO,-72.30868378,-14.14486941
GOBIERNO REGIONAL,TOQUELA,PUESTOS DE SALUD O POSTAS DE SALUD,TACNA,TACNA,PACHIA,ACTIVADO,-69.9398519,-17.64423116
GOBIERNO REGIONAL,ALTO CHICHIRENI,PUESTOS DE SALUD O POSTAS DE SALUD,JUNIN,SATIPO,PANGOA,ACTIVADO,-74.21814931,-11.84546213
GOBIERNO REGIONAL,MATERENI,PUESTOS DE SALUD O POSTAS DE SALUD,JUNIN,SATIPO,PANGOA,ACTIVADO,-74.21697789,-11.79671891
ESSALUD,HOSPITAL I JUANJUI,HOSPITALES O CLINICAS DE ATENCION GENERAL,SAN MARTIN,MARISCAL CACERES,JUANJUI,ACTIVADO,-76.72845577,-7.17654997
GOBIERNO REGIONAL,VILLA PRIMAVERA,CENTROS DE SALUD O CENTROS MEDICOS,PIURA,SULLANA,SULLANA,ACTIVADO,-80.71042788,-4.90458966
GOBIERNO REGIONAL,CHAUPIMARCA,PUESTOS DE SALUD O POSTAS DE SALUD,PASCO,DANIEL ALCIDES CARRION,TAPUC,ACTIVADO,-76.46192914,-10.40641839
GOBIERNO REGIONAL,PAMPA HERMOZA DE YURIMAGUAS,CENTROS DE SALUD O CENTROS MEDICOS,LORETO,ALTO AMAZONAS,YURIMAGUAS,ACTIVADO,-76.26957,-6.10275
ESSALUD,CENTRO MEDICO CELENDIN,CENTROS DE SALUD O CENTROS MEDICOS,CAJAMARCA,CELENDIN,CELENDIN,ACTIVADO,-78.1422544,-6.8683566
GOBIERNO REGIONAL,CHUQUISHUARI,PUESTOS DE SALUD O POSTAS DE SALUD,JUNIN,JAUJA,ACOLLA,ACTIVADO,-75.56024896,-11.63488787
GOBIERNO REGIONAL,EUGENIOPAMPA,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CELENDIN,CELENDIN,ACTIVADO,-78.1759655,-6.83821226
ESSALUD,CENTRO DE ATENCION PRIMARIA II CHINCHEROS,CENTROS DE SALUD O CENTROS MEDICOS,APURIMAC,CHINCHEROS,CHINCHEROS,ACTIVADO,-73.71463833,-13.517255
GOBIERNO REGIONAL,SAN JOSE,PUESTOS DE SALUD O POSTAS DE SALUD,LIMA,CANTA,SAN BUENAVENTURA,ACTIVADO,-76.67485833,-11.50449167
GOBIERNO REGIONAL,SIALUPE HUAMANTANGA,PUESTOS DE SALUD O POSTAS DE SALUD,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,ACTIVADO,-79.86521667,-6.626905
GOBIERNO REGIONAL,UCHUYTAMBO,PUESTOS DE SALUD O POSTAS DE SALUD,AYACUCHO,LUCANAS,SANTA LUCIA,ACTIVADO,-74.52971167,-14.86177667
SANIDAD DE LA POLICIA NACIONAL DEL PERU,POLICLINICO PNP - HUANCAVELICA,POLICLINICOS,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,ACTIVADO,-74.97318955,-12.78557699
GOBIERNO REGIONAL,CHACAN,PUESTOS DE SALUD O POSTAS DE SALUD,CUSCO,ANTA,ANTA,ACTIVADO,-72.13157971,-13.43298664
GOBIERNO REGIONAL,LLUSITA,PUESTOS DE SALUD O POSTAS DE SALUD,AYACUCHO,VICTOR FAJARDO,HUANCARAYLLA,ACTIVADO,-74.1180755,-13.69593469
GOBIERNO REGIONAL,SAN JOSE DE HUARCAYA,PUESTOS DE SALUD O POSTAS DE SALUD,AYACUCHO,HUANCA SANCOS,SANTIAGO DE LUCANAMARCA,ACTIVADO,-74.38591379,-13.82806309
GOBIERNO REGIONAL,MUYUPAY,PUESTOS DE SALUD O POSTAS DE SALUD,CUSCO,CALCA,YANATILE,ACTIVADO,-72.36054447,-12.64434798
GOBIERNO REGIONAL,TORACCA,PUESTOS DE SALUD O POSTAS DE SALUD,APURIMAC,ANDAHUAYLAS,TURPO,ACTIVADO,-73.51391913,-13.78304653
ESSALUD,CENTRO MEDICO CHOTA,CENTROS DE SALUD O CENTROS MEDICOS,CAJAMARCA,CHOTA,CHOTA,ACTIVADO,-78.6473188,-6.5622827
GOBIERNO REGIONAL,SAN PEDRO Y SAN PABLO,PUESTOS DE SALUD O POSTAS DE SALUD,AMAZONAS,LUYA,LONYA CHICO,ACTIVADO,-78.15855161,-6.24136025
GOBIERNO REGIONAL,HOSPITAL DISTRITAL LAREDO,HOSPITALES O CLINICAS DE ATENCION GENERAL,LA LIBERTAD,TRUJILLO,LAREDO,ACTIVADO,-78.95695624,-8.08588907
GOBIERNO REGIONAL,SANTA ROSA DEL TINGO,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CUTERVO,SAN LUIS DE LUCMA,ACTIVADO,-78.59764,-6.26656
GOBIERNO REGIONAL,SAN FERNANDO,CENTROS DE SALUD O CENTROS MEDICOS,UCAYALI,CORONEL PORTILLO,MANANTAY,ACTIVADO,-74.53414435,-8.39674376
GOBIERNO REGIONAL,PUESTO DE SALUD ALTO ALIANZA,PUESTOS DE SALUD O POSTAS DE SALUD,AREQUIPA,AREQUIPA,JACOBO HUNTER,ACTIVADO,-71.55280167,-16.455345
GOBIERNO REGIONAL,TAMBOCHACA,PUESTOS DE SALUD O POSTAS DE SALUD,PASCO,DANIEL ALCIDES CARRION,YANAHUANCA,ACTIVADO,-76.54264795,-10.48635962
MINSA,VILLA LIBERTAD,PUESTOS DE SALUD O POSTAS DE SALUD,LIMA,LIMA,PACHACAMAC,ACTIVADO,-76.874717,-12.2436799
MINSA,EL PORVENIR,CENTROS DE SALUD CON CAMAS DE INTERNAMIENTO,LIMA,LIMA,LA VICTORIA,ACTIVADO,-77.0209069,-12.0676604
GOBIERNO REGIONAL,CIRCAMARCA,PUESTOS DE SALUD O POSTAS DE SALUD,AYACUCHO,VICTOR FAJARDO,HUANCARAYLLA,ACTIVADO,-74.12305264,-13.72771006
GOBIERNO REGIONAL,GRAN CHIMU,PUESTOS DE SALUD O POSTAS DE SALUD,LA LIBERTAD,TRUJILLO,EL PORVENIR,ACTIVADO,-78.9905279,-8.07338166
ESSALUD,HOSPITAL I - PACASMAYO,HOSPITALES O CLINICAS DE ATENCION GENERAL,LA LIBERTAD,PACASMAYO,PACASMAYO,ACTIVADO,-79.5639532,-7.4048452
GOBIERNO REGIONAL,HUARANGAL,PUESTOS DE SALUD O POSTAS DE SALUD,ICA,ICA,YAUCA DEL ROSARIO,ACTIVADO,-75.46296167,-14.2113
GOBIERNO REGIONAL,LLANGODEN,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CHOTA,LAJAS,ACTIVADO,-78.74311,-6.60211
GOBIERNO REGIONAL,ÑAHUINPUQUIO,PUESTOS DE SALUD O POSTAS DE SALUD,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,ACTIVADO,-74.20587546,-13.18172803
GOBIERNO REGIONAL,ATACOCHA,PUESTOS DE SALUD O POSTAS DE SALUD,AYACUCHO,HUAMANGA,SANTIAGO DE PISCHA,ACTIVADO,-74.33066289,-13.04880646
ESSALUD,POSTA MEDICA CONO NORTE,PUESTOS DE SALUD O POSTAS DE SALUD,AREQUIPA,AREQUIPA,CERRO COLORADO,ACTIVADO,-71.5621137,-16.3621844
ESSALUD,HOSPITAL III YANAHUARA,HOSPITALES O CLINICAS DE ATENCION GENERAL,AREQUIPA,AREQUIPA,YANAHUARA,ACTIVADO,-71.54433333,-16.39657333
MINSA,EL CARMEN,PUESTOS DE SALUD O POSTAS DE SALUD,LIMA,LIMA,INDEPENDENCIA,ACTIVADO,-77.0476186,-12.0171219
GOBIERNO REGIONAL,PIURA,PUESTOS DE SALUD O POSTAS DE SALUD,LORETO,LORETO,TIGRE,ACTIVADO,-74.412362,-4.115927
GOBIERNO REGIONAL,PUESTO DE SALUD SHUPLUY,PUESTOS DE SALUD O POSTAS DE SALUD,ANCASH,YUNGAY,SHUPLUY,ACTIVADO,-77.69346,-9.21653333
GOBIERNO REGIONAL,IHUAMACA,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,SAN IGNACIO,SAN IGNACIO,ACTIVADO,-79.08933401,-5.19454179
GOBIERNO REGIONAL,LECHUGAL,PUESTOS DE SALUD O POSTAS DE SALUD,TUMBES,ZARUMILLA,PAPAYAL,ACTIVADO,-80.19708803,-3.61377409
GOBIERNO REGIONAL,PLANCHON,PUESTOS DE SALUD O POSTAS DE SALUD,MADRE DE DIOS,TAMBOPATA,LAS PIEDRAS,ACTIVADO,-69.15350044,-12.27947563
GOBIERNO REGIONAL,E.S FRANCO,PUESTOS DE SALUD O POSTAS DE SALUD,PIURA,MORROPON,MORROPON,ACTIVADO,-80.04790833,-5.174445
GOBIERNO REGIONAL,REMOLINOS,PUESTOS DE SALUD O POSTAS DE SALUD,PIURA,AYABACA,AYABACA,ACTIVADO,-79.58504263,-4.4916545
GOBIERNO REGIONAL,P.S. LOS ANGELES,PUESTOS DE SALUD O POSTAS DE SALUD,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,ACTIVADO,-70.90732,-17.16929
GOBIERNO REGIONAL,P.S SANTIAGO,PUESTOS DE SALUD O POSTAS DE SALUD,PIURA,MORROPON,CHALACO,ACTIVADO,-79.86622932,-5.05745854
GOBIERNO REGIONAL,MOLLEPATA,PUESTOS DE SALUD O POSTAS DE SALUD,APURIMAC,ANDAHUAYLAS,HUANCARAY,ACTIVADO,-73.55254656,-13.73339846
GOBIERNO REGIONAL,CHOROBAL,PUESTOS DE SALUD O POSTAS DE SALUD,LA LIBERTAD,VIRU,CHAO,ACTIVADO,-78.48040137,-8.43475868
GOBIERNO REGIONAL,CHONGOS BAJO,CENTROS DE SALUD O CENTROS MEDICOS,JUNIN,CHUPACA,CHONGOS BAJO,ACTIVADO,-75.27129466,-12.13238974
GOBIERNO REGIONAL,CARAMPA,PUESTOS DE SALUD O POSTAS DE SALUD,AYACUCHO,VICTOR FAJARDO,ALCAMENCA,ACTIVADO,-74.24395167,-13.64901833
GOBIERNO REGIONAL,P.S CUMBICUS,PUESTOS DE SALUD O POSTAS DE SALUD,PIURA,AYABACA,PACAIPAMPA,ACTIVADO,-79.62757167,-5.01719
GOBIERNO REGIONAL,ACRAQUIA,CENTROS DE SALUD O CENTROS MEDICOS,HUANCAVELICA,TAYACAJA,ACRAQUIA,ACTIVADO,-74.90496,-12.41331
GOBIERNO REGIONAL,TAYPE,PUESTOS DE SALUD O POSTAS DE SALUD,PUNO,CARABAYA,AYAPATA,ACTIVADO,-70.33735,-13.81739
GOBIERNO REGIONAL,LAS DELICIAS,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CUTERVO,QUEROCOTILLO,ACTIVADO,-79.05222115,-6.21365695
GOBIERNO REGIONAL,VITO,PUESTOS DE SALUD O POSTAS DE SALUD,APURIMAC,ANTABAMBA,JUAN ESPINOZA MEDRANO,ACTIVADO,-72.94363613,-14.3897739
GOBIERNO REGIONAL,SILCO,PUESTOS DE SALUD O POSTAS DE SALUD,APURIMAC,ANTABAMBA,JUAN ESPINOZA MEDRANO,ACTIVADO,-72.9321919,-14.41688204
GOBIERNO REGIONAL,CHIMBAN,CENTROS DE SALUD O CENTROS MEDICOS,CAJAMARCA,CHOTA,CHIMBAN,ACTIVADO,-78.477944,-6.251889
GOBIERNO REGIONAL,CAUDAY,PUESTOS DE SALUD O POSTAS DE SALUD,CAJAMARCA,CAJABAMBA,CONDEBAMBA,ACTIVADO,-78.07052061,-7.5753408
GOBIERNO REGIONAL,HABANA,CENTROS DE SALUD O CENTROS MEDICOS,SAN MARTIN,MOYOBAMBA,HABANA,ACTIVADO,-77.09056333,-6.08042667
GOBIERNO REGIONAL,VILLA AURORA,PUESTOS DE SALUD O POSTAS DE SALUD,AYACUCHO,LA MAR,CHUNGUI,ACTIVADO,-73.46390505,-13.12150508
GOBIERNO REGIONAL,PUERTO MERCEDES,PUESTOS DE SALUD O POSTAS DE SALUD,SAN MARTIN,SAN MARTIN,PAPAPLAYA,ACTIVADO,-75.77744708,-6.24787346
